Column,expenditure_date,payee_name,payee_clean,address,payee_type,amount,committee_name,expense_category,expense_purpose,expense_toward,expense_method,vendor,fundtype,comments,x
2342,2022-03-29,Constant Contact,Constant Contact,1601 Trapelo Road  Waltham  Massachusetts 02451,Business/Group/Organization,47.7000,Yungmann  David Committee to Elect,Media,Online Advertising,,Debit Card,,Electoral,,
2343,2022-04-29,Constant Contact,Constant Contact,1601 Trapelo Road  Waltham  Massachusetts 02451,Business/Group/Organization,47.7000,Yungmann  David Committee to Elect,Media,Online Advertising,,Debit Card,,Electoral,,
2344,2022-05-31,Constant Contact,Constant Contact,1601 Trapelo Road  Waltham  Massachusetts 02451,Business/Group/Organization,47.7000,Yungmann  David Committee to Elect,Media,Online Advertising,,Debit Card,,Electoral,,
2345,2022-02-14,SPM Stategies  LLC,SPM Stategies  LLC,2812 South Columbus  Arlington  Virginia 22206,Business/Group/Organization,99.0000,Yungmann  David Committee to Elect,Media,Online Advertising,,Debit Card,,Electoral,,
2346,2022-03-14,SPM Stategies  LLC,SPM Stategies  LLC,2812 South Columbus  Arlington  Virginia 22206,Business/Group/Organization,99.0000,Yungmann  David Committee to Elect,Media,Online Advertising,,Debit Card,,Electoral,,
2347,2022-04-12,SPM Stategies  LLC,SPM Stategies  LLC,2812 South Columbus  Arlington  Virginia 22206,Business/Group/Organization,99.0000,Yungmann  David Committee to Elect,Media,Online Advertising,,Debit Card,,Electoral,,
2348,2022-05-12,SPM Stategies  LLC,SPM Stategies  LLC,2812 South Columbus  Arlington  Virginia 22206,Business/Group/Organization,99.0000,Yungmann  David Committee to Elect,Media,Online Advertising,,Debit Card,,Electoral,,
2349,2022-04-07,David Adams Motorsports,David Adams Motorsports,25821 Ricky Dr.  Hollywood  Maryland 20636,Business/Group/Organization,500.0000,Morgan  Matt Citizens For,Media,Billboards / Outdoor Advertising,,Check,,Electoral,,
2350,2022-04-16,Google Domains,Google Domains,1600 Ampitheatre Pkwy  Mountain View  California 94043,Business/Group/Organization,12.0400,Johnson  Andre Elect,Media,Online Advertising,,Credit Card/Visa,,Electoral,,
2351,2022-06-01,Blue Nation Strategies,Blue Nation Strategies,5900 Harwick Road  Bethesda  Maryland 20816,Business/Group/Organization,175.0000,Johnson  Andre Elect,Media,Videos,,Check,,Electoral,Video Shoot Raw Footage,
2352,2022-05-17,Google Domains,Google Domains,1600 Ampitheatre Pkwy  Mountain View  California 94043,Business/Group/Organization,6.3600,Johnson  Andre Elect,Media,Media - Website Development,,EFT,,Electoral,,
2353,2022-06-04,Michael Avon,Michael Avon,1809 Tanow Place  District Heights  Maryland 20747,Business/Group/Organization,300.0000,Queen  Belinda Friends of,Media,Videos,,EFT,,Electoral,Team Queen YouTube Video on Candidate,
2354,2022-05-31,,,,Reimburse,585.0000,Hummer  Julies Friends of,Media,Consulting Fees - Media,,Check,Jackie Weisman,Electoral,social media and sign,
2355,2022-06-06,Jackie Weisman,Jackie Weisman,1543 Marlborough Ct  Crofton  Maryland 21114,Business/Group/Organization,270.0000,Hummer  Julies Friends of,Media,Graphic Design,,Check,,Electoral,graphics  walking card,
2356,2022-04-30,Facebook,Facebook,350 Camino Gardens Blvd  Suite 202  Boca Raton  Florida 33432,Business/Group/Organization,161.6600,Lombardo  Darren Citizens for,Media,Online Advertising,,EFT,,Electoral,,
2357,2022-02-22,Majority Strategies LLC,Majority Strategies,12854 Kenan Drive  Suite 110  Jacksonville  Florida 32258,Business/Group/Organization,3200.0000,Hough  Mike Friends of,Media,Online Advertising,,Check,,Electoral,,
2358,2022-04-25,Majority Strategies LLC,Majority Strategies,12854 Kenan Drive  Suite 110  Jacksonville  Florida 32258,Business/Group/Organization,3850.0000,Hough  Mike Friends of,Media,Online Advertising,,Check,,Electoral,,
2359,2022-01-14,Three Layers Communications LLC,Three Layers Communications LLC,1121 Annapolis Road  # 134  Odenton  Maryland 21113,Business/Group/Organization,1750.0000,Adams  Tim(Timothy) Friends of,Media,Consulting Fees - Media,,EFT,,Electoral,,
2360,2022-02-14,Three Layers Communications LLC,Three Layers Communications LLC,1121 Annapolis Road  # 134  Odenton  Maryland 21113,Business/Group/Organization,1750.0000,Adams  Tim(Timothy) Friends of,Media,Consulting Fees - Media,,EFT,,Electoral,Invoice # 0031,
2361,2022-03-15,Three Layers Communications LLC,Three Layers Communications LLC,1121 Annapolis Road  # 134  Odenton  Maryland 21113,Business/Group/Organization,3500.0000,Adams  Tim(Timothy) Friends of,Media,Consulting Fees - Media,,EFT,,Electoral,Invoice Feb 15 - Mar 14 2022,
2362,2022-03-15,Three Layers Communications LLC,Three Layers Communications LLC,1121 Annapolis Road  # 134  Odenton  Maryland 21113,Business/Group/Organization,1750.0000,Adams  Tim(Timothy) Friends of,Media,Consulting Fees - Media,,EFT,,Electoral,Final Payment,
2363,2022-04-05,HIT Strategies,HIT Strategies,4223 Clay St NE  Washington  District Of Columbia 20019,Business/Group/Organization,5000.0000,Adams  Tim(Timothy) Friends of,Media,Consulting Fees - General,,Wire Transfer,,Electoral,,
2364,2022-04-11,HIT Strategies,HIT Strategies,4223 Clay St NE  Washington  District Of Columbia 20019,Business/Group/Organization,18625.0000,Adams  Tim(Timothy) Friends of,Media,Survey/Polls,,Wire Transfer,,Electoral,Baseline Survey,
2365,2022-04-14,Blue Husky Group LLC,Blue Husky Group LLC,5351 Medlock Corners Dr.  Norcross  Georgia 30092,Business/Group/Organization,2000.0000,Adams  Tim(Timothy) Friends of,Media,Consulting Fees - Media,,EFT,,Electoral,,
2366,2022-04-18,DMglobal Marketing & Public Relations  LLC,DMglobal Marketing & Public Relations  LLC,1142 N. Carrollton Ave  Baltimore  Maryland 21217,Business/Group/Organization,1000.0000,Adams  Tim(Timothy) Friends of,Media,Online Advertising,,EFT,,Electoral,,
2367,2022-04-19,Mosaic Communications,Mosaic Communications,2938 26th St N  Arlington  Virginia 22207,Business/Group/Organization,28500.0000,Adams  Tim(Timothy) Friends of,Media,Radio,,Wire Transfer,,Electoral,Radio Ads Buy and Production,
2368,2022-04-22,Mosaic Communications,Mosaic Communications,2938 26th St N  Arlington  Virginia 22207,Business/Group/Organization,100000.0000,Adams  Tim(Timothy) Friends of,Media,Radio,,Wire Transfer,,Electoral,Media Buy (Radio Ads),
2369,2022-04-27,Blue Husky Group LLC,Blue Husky Group LLC,5351 Medlock Corners Dr.  Norcross  Georgia 30092,Business/Group/Organization,1000.0000,Adams  Tim(Timothy) Friends of,Media,Consulting Fees - Media,,EFT,,Electoral,For Payroll Ending 30 April 2022,
2370,2022-05-04,HIT Strategies,HIT Strategies,4223 Clay St NE  Washington  District Of Columbia 20019,Business/Group/Organization,5000.0000,Adams  Tim(Timothy) Friends of,Media,Consulting Fees - General,,Wire Transfer,,Electoral,Monthly Consulting Fee,
2371,2022-05-09,Mosaic Communications,Mosaic Communications,2938 26th St N  Arlington  Virginia 22207,Business/Group/Organization,59819.0000,Adams  Tim(Timothy) Friends of,Media,TV,,Wire Transfer,,Electoral,TV/Radio Production,
2372,2022-05-12,DMglobal Marketing & Public Relations  LLC,DMglobal Marketing & Public Relations  LLC,1142 N. Carrollton Ave  Baltimore  Maryland 21217,Business/Group/Organization,1000.0000,Adams  Tim(Timothy) Friends of,Media,Consulting Fees - Media,,EFT,,Electoral,May 2022 Invoice,
2373,2022-05-31,Spiros Consulting,Spiros Consulting,1735 New Hampshire Ave NW  Washington  District Of Columbia 20009,Business/Group/Organization,3637.5000,Adams  Tim(Timothy) Friends of,Media,Consulting Fees - Media,,EFT,,Electoral,Questionnaires and Policy,
2374,2022-06-03,Mosaic Communications,Mosaic Communications,2938 26th St N  Arlington  Virginia 22207,Business/Group/Organization,19500.0000,Adams  Tim(Timothy) Friends of,Media,Consulting Fees - Media,,Wire Transfer,,Electoral,Location Scout/Shoot,
2375,2022-06-05,Mosaic Communications,Mosaic Communications,2938 26th St N  Arlington  Virginia 22207,Business/Group/Organization,185000.0000,Adams  Tim(Timothy) Friends of,Media,Radio,,Wire Transfer,,Electoral,Broadcast  Cable  Radio; DC and Baltimore,
2376,2022-06-06,DMglobal Marketing & Public Relations  LLC,DMglobal Marketing & Public Relations  LLC,1142 N. Carrollton Ave  Baltimore  Maryland 21217,Business/Group/Organization,1000.0000,Adams  Tim(Timothy) Friends of,Media,Consulting Fees - Media,,EFT,,Electoral,,
2377,2022-05-01,Meta,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,34.6100,Ali  Saqib Friends of,Media,Online Advertising,,Debit Card,,Electoral,,
2378,2022-05-03,Meta,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,26.0300,Ali  Saqib Friends of,Media,Online Advertising,,Debit Card,,Electoral,,
2379,2022-04-25,CourtneyRenia Photography  LLC,CourtneyRenia Photography  LLC,121 Crain Hwy N  Glen Burnie  Maryland 21061,Business/Group/Organization,212.0000,Pickard  Allison Friends of,Media,Media - Website Development,,EFT,,Electoral,,
2380,2022-05-02,CourtneyRenia Photography  LLC,CourtneyRenia Photography  LLC,121 Crain Hwy N  Glen Burnie  Maryland 21061,Business/Group/Organization,223.0000,Pickard  Allison Friends of,Media,Media - Website Development,,EFT,,Electoral,,
2381,2022-05-23,Anne Arundel County Democratic Central Committee,Anne Arundel County Democratic Central Committee,PO Box 3521  Annapolis  Maryland 21403,Business/Group/Organization,800.0000,Pickard  Allison Friends of,Media,Videos,,Check,,Electoral,,
2382,2022-05-09,Facebook,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,250.0000,Alton  Gregory Committee to Elect,Media,Online Advertising,,Credit Card/MasterCard,,Electoral,Facebook Ad,
2383,2022-05-14,Maugansville Fire Company,Maugansville Fire Company,13729 Maugansville Road  Maugansville  Maryland 21740,Business/Group/Organization,200.0000,Alton  Gregory Committee to Elect,Media,Billboards / Outdoor Advertising,,Check,,Electoral,Campaign sign at golf tournament,
2384,2022-05-12,Facebook,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,48.6200,Alton  Gregory Committee to Elect,Media,Online Advertising,,Credit Card/MasterCard,,Electoral,Online Facebook Ad,
2385,2022-02-01,Alphabet,Alphabet,1600 Amphitheater Parkway  Mountain View  California 94043,Business/Group/Organization,10.6400,Ali  Saqib Friends of,Media,Media - Website Development,,Debit Card,,Electoral,Google Admin/Voice,
2386,2022-02-02,Alphabet,Alphabet,1600 Amphitheater Parkway  Mountain View  California 94043,Business/Group/Organization,3.6900,Ali  Saqib Friends of,Media,Media - Website Development,,Debit Card,,Electoral,Google Admin/Voice,
2387,2022-03-01,Alphabet,Alphabet,1600 Amphitheater Parkway  Mountain View  California 94043,Business/Group/Organization,14.9200,Ali  Saqib Friends of,Media,Media - Website Development,,Debit Card,,Electoral,Google Admin/Voice,
2388,2022-03-04,Alphabet,Alphabet,1600 Amphitheater Parkway  Mountain View  California 94043,Business/Group/Organization,19.0800,Ali  Saqib Friends of,Media,Media - Website Development,,Debit Card,,Electoral,Google Admin/Voice,
2389,2022-04-01,Alphabet,Alphabet,1600 Amphitheater Parkway  Mountain View  California 94043,Business/Group/Organization,14.9200,Ali  Saqib Friends of,Media,Media - Website Development,,Debit Card,,Electoral,Google Admin/Voice,
2390,2022-04-01,Alphabet,Alphabet,1600 Amphitheater Parkway  Mountain View  California 94043,Business/Group/Organization,19.0800,Ali  Saqib Friends of,Media,Media - Website Development,,Debit Card,,Electoral,Google Admin/Voice,
2391,2022-05-01,Alphabet,Alphabet,1600 Amphitheater Parkway  Mountain View  California 94043,Business/Group/Organization,14.8400,Ali  Saqib Friends of,Media,Media - Website Development,,Debit Card,,Electoral,Google Admin/Voice,
2392,2022-05-01,Alphabet,Alphabet,1600 Amphitheater Parkway  Mountain View  California 94043,Business/Group/Organization,19.0800,Ali  Saqib Friends of,Media,Media - Website Development,,Debit Card,,Electoral,Google Admin/Voice,
2393,2022-05-31,Alphabet,Alphabet,1600 Amphitheater Parkway  Mountain View  California 94043,Business/Group/Organization,14.8400,Ali  Saqib Friends of,Media,Media - Website Development,,Debit Card,,Electoral,Google Admin/Voice,
2394,2022-05-31,Alphabet,Alphabet,1600 Amphitheater Parkway  Mountain View  California 94043,Business/Group/Organization,19.0800,Ali  Saqib Friends of,Media,Media - Website Development,,Debit Card,,Electoral,Google Admin/Voice,
2395,2022-03-21,Amazon,Amazon,410 North Terry Ave  Seattle  Washington 98109,Business/Group/Organization,60.4100,Ali  Saqib Friends of,Media,Billboards / Outdoor Advertising,,Debit Card,,Electoral,,
2396,2022-04-04,Automattic,Automattic,60 29th St.  San Francisco  California 94110,Business/Group/Organization,300.0000,Ali  Saqib Friends of,Media,Media - Website Development,,Debit Card,,Electoral,Wordpress,
2397,2022-02-03,Intuit,Intuit,2700 Coast Ave  Mountain View  California 94043,Business/Group/Organization,145.2200,Ali  Saqib Friends of,Media,Online Advertising,,Debit Card,,Electoral,Mailchimp,
2398,2022-03-04,Intuit,Intuit,2700 Coast Ave  Mountain View  California 94043,Business/Group/Organization,145.2200,Ali  Saqib Friends of,Media,Online Advertising,,Debit Card,,Electoral,Mailchimp,
2399,2022-04-04,Intuit,Intuit,2700 Coast Ave  Mountain View  California 94043,Business/Group/Organization,145.2200,Ali  Saqib Friends of,Media,Online Advertising,,Debit Card,,Electoral,Mailchimp,
2400,2022-05-03,Intuit,Intuit,2700 Coast Ave  Mountain View  California 94043,Business/Group/Organization,145.2200,Ali  Saqib Friends of,Media,Online Advertising,,Debit Card,,Electoral,Mailchimp,
2401,2022-05-22,facebook,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,102.3500,Bennett  Jacob Vote for,Media,Online Advertising,,Debit Card,,Electoral,,
2402,2022-01-13,Rowland Stragties,Rowland Stragties,1632 Aliceanna St  Baltimore  Maryland 21223,Business/Group/Organization,9000.0000,Cogen  Sam Citizens for,Media,Consulting Fees - Media,,Check,Rowland Stragties,Electoral,,
2403,2022-01-18,Rowland Stragties,Rowland Stragties,1632 Aliceanna St  Baltimore  Maryland 21223,Business/Group/Organization,3500.0000,Cogen  Sam Citizens for,Media,Consulting Fees - Media,,Check,,Electoral,,
2404,2022-03-01,Rowland Stragties,Rowland Stragties,1632 Aliceanna St  Baltimore  Maryland 21223,Business/Group/Organization,5561.0000,Cogen  Sam Citizens for,Media,Consulting Fees - Media,,Check,,Electoral,,
2405,2022-03-15,Rowland Stragties,Rowland Stragties,1632 Aliceanna St  Baltimore  Maryland 21223,Business/Group/Organization,1130.0000,Cogen  Sam Citizens for,Media,Consulting Fees - Media,,Check,,Electoral,,
2406,2022-02-08,QR Code Generator,QR Code Generator,AM Lenkwerk 13  33609 Bielefeld  GERMANY,Business/Group/Organization,203.3900,Smith Post  Jana Friends of,Media,Media - Website Development,,Debit Card,,Electoral,,
2407,2022-07-25,GoDaddy,GoDaddy,2155 E. GoDaddy Way  Tempe  Arizona 85284,Business/Group/Organization,20.1700,Cardin  Jon Committee to Elect,Media,Media - Website Development,,Check,,Electoral,Reimbursement for website fees,
2408,2022-07-25,GoDaddy,GoDaddy,2155 E. GoDaddy Way  Tempe  Arizona 85284,Business/Group/Organization,203.4000,Cardin  Jon Committee to Elect,Media,Media - Website Development,,Check,,Electoral,Reimbursement for website fees,
2409,2022-05-25,Talisman Consulting Services,Talisman Consulting Services,15 East Churchville Road  Suite 115-111  Bel Air  Maryland 21014,Business/Group/Organization,64.5000,Grambo  Francis Patriots for,Media,Media - Website Development,,EFT,,Electoral,,
2410,2022-05-19,Talisman Consulting Services,Talisman Consulting Services,15 East Churchville Road  Suite 115-111  Bel Air  Maryland 21014,Business/Group/Organization,64.5000,Grambo  Francis Patriots for,Media,Media - Website Development,,EFT,,Electoral,,
2411,2022-11-25,SPM Strategies,SPM Strategies,5612 Herberts Crossing Drive  Burke  Virginia 22015,Business/Group/Organization,1000.0000,Adler   Delphine Tudy Friends of,Media,Online Advertising,,EFT,,Electoral,,
2412,2022-06-21,VEED,VEED,30 Aldwych  London  UNITED KINGDOM,Business/Group/Organization,144.0000,Frederick County Democratic Central Committee,Media,Videos,,Debit Card,,Electoral,,
2413,2022-01-23,Eliav Hamburger,Eliav Hamburger,6510 Glenwick Ct.  Baltimore  Baltimore City  Maryland 21209,Individual,375.0000,Stein  Dana Friends Of,Media,Media - Website Development,,Check,,Electoral,Website Redesign,
2414,2022-03-20,Maryland Jewish Media,Maryland Jewish Media  LLC,3600 Clipper Mill Rd  Ste 300  Baltimore  Maryland 21211,Business/Group/Organization,775.0000,Stein  Dana Friends Of,Media,Newspaper,,Check,,Electoral,Invoice: March 22-D54,
2415,2022-01-28,QR Code Generator,QR Code Generator,AM Lenkwerk 13  33609 Bielefeld  GERMANY,Business/Group/Organization,6.8100,Smith Post  Jana Friends of,Media,Media - Website Development,,Debit Card,,Electoral,,
2416,2022-03-20,Mid-Atlantic Media,Mid-Atlantic Media,11459 Cronhill Drive  Suite A  Owings Mills  Maryland 21117,Business/Group/Organization,750.0000,Stein  Dana Friends Of,Media,Newspaper,,Check,,Electoral,1 of 3 1/2 Pg Ads; 1/2 Pg. to run 4/15,
2417,2022-04-09,Mid-Atlantic Media,Mid-Atlantic Media,11459 Cronhill Drive  Suite A  Owings Mills  Maryland 21117,Business/Group/Organization,1500.0000,Stein  Dana Friends Of,Media,Newspaper,,Check,,Electoral,2 1/2 Pg. Ads; on 7/8 and 7/15  respectively.,
2418,2022-07-14,Imagination Media,Imagination Media,137 National Plz Ste 300  National Harbor  Maryland 20745,Business/Group/Organization,100.0000,Casa in Action PAC,Media,Online Advertising,THOMAS PEREZ - SUPPORT,Wire Transfer,,Electoral,,
2419,2022-07-14,Imagination Media,Imagination Media,137 National Plz Ste 300  National Harbor  Maryland 20745,Business/Group/Organization,100.0000,Casa in Action PAC,Media,Online Advertising,DENI TAVERAS - SUPPORT,Wire Transfer,,Electoral,,
2420,2022-07-14,Imagination Media,Imagination Media,137 National Plz Ste 300  National Harbor  Maryland 20745,Business/Group/Organization,100.0000,Casa in Action PAC,Media,Online Advertising,DAVID FRASER-HIDALGO - SUPPORT,Money Order,,Electoral,,
2421,2022-07-14,Imagination Media,Imagination Media,137 National Plz Ste 300  National Harbor  Maryland 20745,Business/Group/Organization,100.0000,Casa in Action PAC,Media,Online Advertising,NATALI FANI GONZALEZ - SUPPORT,Wire Transfer,,Electoral,,
